theta,phi,psi,altitude,vx,vy,vz,accelx,accely,accelz,yaw1,yaw2
89387.0,-146324.0,123691.0,398.0,0.0,0.0,0.0,979.851,-17.786,14.68,0.59,-0.04
89387.0,-146379.0,123633.0,397.0,0.0,0.0,0.0,980.607,-20.432,12.36,0.575,-0.09
89387.0,-146441.0,123569.0,397.0,0.0,0.0,0.0,980.33,-19.667,12.39,0.583,-0.03
89387.0,-146502.0,123504.0,397.0,0.0,0.0,0.0,982.657,-19.332,15.36,0.577,-0.11
89387.0,-146562.0,123441.0,397.0,0.0,0.0,0.0,982.54,-19.52,15.08,0.579,-0.12
89385.0,-146694.0,123302.0,397.0,0.0,0.0,0.0,982.214,-19.561,14.81,0.581,-0.08
89385.0,-146759.0,123236.0,397.0,0.0,0.0,0.0,982.124,-19.575,14.75,0.579,-0.09
89386.0,-146789.0,123203.0,397.0,0.0,0.0,0.0,982.19,-19.611,14.78,0.581,-0.22
89386.0,-146799.0,123190.0,398.0,0.0,0.0,0.0,979.827,-17.248,14.66,0.435,-0.18
89385.0,-146783.0,123203.0,398.0,0.0,0.0,0.0,979.866,-14.869,17.02,0.486,-0.24
89384.0,-146851.0,123133.0,398.0,0.0,0.0,0.0,982.752,-15.4,19.42,0.422,-0.02
89383.0,-146919.0,123063.0,398.0,0.0,0.0,0.0,982.607,-18.168,16.48,0.505,-0.06
89382.0,-146935.0,123043.0,398.0,0.0,0.0,0.0,982.27,-18.069,13.83,0.656,-0.04
89381.0,-146913.0,123063.0,398.0,0.0,0.0,0.0,982.467,-17.59,14.59,0.564,-0.12
89382.0,-146857.0,123115.0,398.0,0.0,0.0,0.0,982.368,-17.802,14.85,0.633,-0.25
89381.0,-146796.0,123174.0,398.0,0.0,0.0,0.0,982.358,-15.396,14.65,0.559,-0.17
89381.0,-146770.0,123197.0,398.0,0.0,0.0,0.0,979.901,-15.37,14.63,0.547,-0.23
89381.0,-146780.0,123185.0,398.0,0.0,0.0,0.0,979.952,-15.827,14.64,0.597,-0.16
89381.0,-146784.0,123179.0,398.0,0.0,0.0,0.0,980.501,-15.543,14.66,0.445,-0.15
89381.0,-146775.0,123185.0,398.0,0.0,0.0,0.0,977.928,-15.572,14.6,0.48,-0.2
89381.0,-146750.0,123209.0,398.0,0.0,0.0,0.0,978.081,-15.534,14.61,0.279,-0.19
89381.0,-146736.0,123220.0,398.0,0.0,0.0,0.0,978.62,-15.61,14.62,0.407,-0.18
89381.0,-146700.0,123254.0,398.0,0.0,0.0,0.0,978.406,-15.672,14.61,0.496,-0.18
89380.0,-146673.0,123279.0,398.0,0.0,0.0,0.0,978.474,-15.759,14.61,0.492,-0.18
89380.0,-146629.0,123319.0,398.0,0.0,0.0,0.0,978.417,-15.849,14.61,0.709,-0.18
89380.0,-146634.0,123311.0,398.0,0.0,0.0,0.0,978.418,-18.229,14.66,0.541,-0.19
89380.0,-146671.0,123272.0,398.0,0.0,0.0,0.0,978.384,-18.15,14.66,0.455,-0.18
89380.0,-146717.0,123224.0,398.0,0.0,0.0,0.0,978.363,-17.543,14.65,0.48,-0.04
89380.0,-146798.0,123141.0,398.0,0.0,0.0,0.0,978.343,-20.009,14.7,0.398,-0.09
89379.0,-146910.0,123026.0,398.0,0.0,0.0,0.0,980.695,-19.839,14.74,0.516,0.1
89378.0,-146979.0,122953.0,398.0,0.0,0.0,0.0,982.992,-19.314,14.78,0.668,-0.02
89378.0,-147040.0,122889.0,398.0,0.0,0.0,0.0,979.987,-19.513,14.72,0.556,-0.1
89378.0,-147101.0,122826.0,398.0,0.0,0.0,0.0,977.308,-19.441,14.67,0.633,-0.09
89378.0,-147106.0,122819.0,398.0,0.0,0.0,0.0,978.017,-19.504,14.69,0.559,-0.31
89378.0,-147122.0,122799.0,398.0,0.0,0.0,0.0,978.285,-17.124,14.65,0.545,-0.15
89378.0,-147095.0,122824.0,398.0,0.0,0.0,0.0,978.184,-14.832,14.6,0.454,-0.2
89378.0,-147050.0,122866.0,398.0,0.0,0.0,0.0,978.297,-15.41,14.61,0.496,-0.18
89376.0,-147026.0,122887.0,398.0,0.0,0.0,0.0,978.41,-15.715,14.62,0.415,-0.16
89377.0,-146978.0,122934.0,398.0,0.0,0.0,0.0,978.522,-15.589,14.61,0.507,-0.19
89377.0,-146947.0,122962.0,398.0,0.0,0.0,0.0,978.566,-15.686,14.61,0.653,-0.19
89377.0,-146925.0,122981.0,397.0,0.0,0.0,0.0,980.966,-15.753,14.66,0.417,-0.17
89376.0,-146893.0,123011.0,397.0,0.0,0.0,0.0,983.271,-15.827,14.7,0.542,-0.18
89376.0,-146881.0,123021.0,397.0,0.0,0.0,0.0,982.559,-15.723,17.08,0.4,-0.18
89375.0,-146889.0,123011.0,397.0,0.0,0.0,0.0,982.124,-15.618,19.41,0.325,-0.18
89374.0,-146920.0,122978.0,397.0,0.0,0.0,0.0,982.257,-15.623,18.82,0.578,-0.18
89374.0,-146941.0,122955.0,397.0,0.0,0.0,0.0,982.177,-15.622,18.52,0.27,-0.18
89372.0,-147005.0,122887.0,397.0,0.0,0.0,0.0,982.137,-17.968,18.73,0.457,-0.18
89372.0,-147050.0,122840.0,397.0,0.0,0.0,0.0,982.104,-17.929,18.69,0.478,-0.18
89371.0,-147088.0,122801.0,396.0,0.0,0.0,0.0,984.494,-17.438,18.73,0.452,-0.18
89371.0,-147166.0,122718.0,396.0,0.0,0.0,0.0,986.804,-20.034,18.81,0.723,-0.18
89370.0,-147247.0,122636.0,396.0,0.0,0.0,0.0,983.867,-17.534,18.72,0.556,-0.04
89370.0,-147277.0,122602.0,396.0,0.0,0.0,0.0,983.648,-14.682,18.65,0.595,-0.09
89368.0,-147333.0,122544.0,396.0,0.0,0.0,0.0,986.721,-15.434,18.72,0.576,-0.03
89367.0,-147368.0,122505.0,396.0,0.0,0.0,0.0,984.006,-15.556,18.68,0.554,-0.11
89368.0,-147348.0,122523.0,396.0,0.0,0.0,0.0,981.271,-15.425,16.24,0.589,-0.25
89368.0,-147333.0,122536.0,396.0,0.0,0.0,0.0,982.094,-15.493,13.91,0.596,-0.17
89366.0,-147323.0,122541.0,396.0,0.0,0.0,0.0,982.245,-15.396,16.9,0.573,-0.23
89366.0,-147351.0,122511.0,396.0,0.0,0.0,0.0,982.033,-15.357,19.54,0.579,-0.16
89365.0,-147376.0,122483.0,396.0,0.0,0.0,0.0,979.742,-15.391,18.74,0.581,-0.15
89365.0,-147387.0,122469.0,396.0,0.0,0.0,0.0,977.503,-15.443,18.43,0.579,-0.2
89365.0,-147385.0,122469.0,396.0,0.0,0.0,0.0,978.232,-15.585,16.21,0.583,-0.19
89364.0,-147368.0,122482.0,396.0,0.0,0.0,0.0,978.624,-15.709,13.85,0.581,-0.18
89365.0,-147356.0,122493.0,396.0,0.0,0.0,0.0,978.452,-15.712,14.44,0.434,-0.18
89365.0,-147345.0,122501.0,396.0,0.0,0.0,0.0,976.103,-15.692,14.68,0.486,-0.18
89365.0,-147334.0,122510.0,395.0,0.0,0.0,0.0,973.751,-15.682,14.49,0.422,-0.18
89364.0,-147321.0,122520.0,395.0,0.0,0.0,0.0,974.326,-15.701,14.54,0.505,-0.19
89364.0,-147308.0,122529.0,395.0,0.0,0.0,0.0,974.589,-15.728,14.53,0.801,-0.18
89364.0,-147279.0,122555.0,395.0,0.0,0.0,0.0,976.851,-15.856,12.2,0.659,-0.18
89364.0,-147284.0,122545.0,395.0,0.0,0.0,0.0,979.202,-15.869,12.29,0.791,-0.04
89363.0,-147329.0,122498.0,395.0,0.0,0.0,0.0,978.484,-18.047,15.25,0.49,-0.09
89363.0,-147386.0,122440.0,395.0,0.0,0.0,0.0,978.197,-17.907,14.97,0.377,-0.03
89363.0,-147411.0,122412.0,395.0,0.0,0.0,0.0,978.352,-17.306,14.48,0.454,-0.11
89363.0,-147405.0,122417.0,395.0,0.0,0.0,0.0,978.272,-17.479,14.7,0.462,-0.25
89363.0,-147389.0,122429.0,395.0,0.0,0.0,0.0,978.275,-15.109,14.6,0.672,-0.17
89363.0,-147423.0,122393.0,395.0,0.0,0.0,0.0,978.232,-17.61,14.67,0.455,-0.09
89362.0,-147503.0,122310.0,395.0,0.0,0.0,0.0,978.271,-18.177,14.65,0.519,0.06
89360.0,-147552.0,122259.0,395.0,0.0,0.0,0.0,978.331,-15.139,14.6,0.389,0.09
89360.0,-147588.0,122220.0,395.0,0.0,0.0,0.0,978.357,-15.535,14.61,0.481,0.02
89359.0,-147577.0,122228.0,395.0,0.0,0.0,0.0,978.352,-15.967,14.61,0.67,-0.19
89359.0,-147523.0,122280.0,395.0,0.0,0.0,0.0,978.309,-15.781,14.61,0.576,-0.23
89359.0,-147483.0,122317.0,394.0,0.0,0.0,0.0,978.266,-15.796,14.61,0.63,-0.22
89358.0,-147465.0,122331.0,394.0,0.0,0.0,0.0,978.263,-15.707,14.61,0.412,-0.07
89357.0,-147472.0,122322.0,394.0,0.0,0.0,0.0,978.312,-15.673,14.61,0.449,-0.03
89357.0,-147550.0,122244.0,394.0,0.0,0.0,0.0,978.391,-15.588,14.61,0.438,0.12
89355.0,-147565.0,122224.0,394.0,0.0,0.0,0.0,978.456,-15.561,14.61,0.517,-0.04
89356.0,-147564.0,122223.0,394.0,0.0,0.0,0.0,978.552,-15.675,12.22,0.651,-0.1
89355.0,-147534.0,122249.0,394.0,0.0,0.0,0.0,978.594,-15.802,9.89,0.565,-0.09
89357.0,-147473.0,122309.0,394.0,0.0,0.0,0.0,978.435,-15.737,12.87,0.485,-0.3
89356.0,-147482.0,122298.0,394.0,0.0,0.0,0.0,978.3,-15.658,15.51,0.462,-0.14
89357.0,-147498.0,122280.0,394.0,0.0,0.0,0.0,978.303,-18.025,14.8,0.248,-0.2
89356.0,-147542.0,122233.0,394.0,0.0,0.0,0.0,978.335,-20.32,14.58,0.426,-0.18
